disease_name,n_genes,max_evidence_score,max_penetrance_score,max_category_score,max_actionability,is_pediatric,is_category_a,meets_ngsr,panel_SEIZ,panel_HYPOTO,panel_DERM,panel_HL,panel_CHD,panel_CM,panel_IEM,panel_REN,panel_PULM,panel_AN_TH,panel_SK,panel_COND,panel_THYR
"Epileptic encephalopathy, neonatal",1,3.0,1.0,3.0,0.75,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Episodic ataxia type 1,1,4.0,1.0,3.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Episodic ataxia, type 2",1,4.0,1.0,3.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Episodic pain syndrome,1,3.0,1.0,3.0,0.75,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Erythrocytosis due to bisphosphoglycerate mutase deficiency,1,1.0,0.5,1.0,0.041666666666666664,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ethylmalonic encephalopathy,1,3.0,1.0,3.0,0.75,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
Exfoliative ichthyosis,1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Exocrine pancreatic insufficiency, dyserythropoietic anemia, and calvarial hyperostosis",1,1.0,0.5,1.0,0.041666666666666664,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Exostoses, multiple, type 1",1,4.0,1.0,3.0,1.0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"Exostoses, multiple, type 2",1,4.0,1.0,3.0,1.0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Fabry disease,1,4.0,1.0,3.0,1.0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0
"Factor V and Factor VIII deficiency, combined",1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Factor XI deficiency,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Familial atrial fibrillation,1,2.0,0.4,1.0,0.06666666666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Familial hypertrophic cardiomyopathy,2,4.0,0.6,2.0,0.39999999999999997,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Fanconi anaemia,10,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Fanconi anemia, complementation group D1",1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Febrile seizures,1,2.0,0.85,1.0,0.14166666666666666,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Feingold syndrome,1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Fibrodysplasia ossificans progressiva,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Fibrosis of extraocular muscles, congenital",2,3.0,1.0,3.0,0.75,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Floating-Harbor syndrome,1,3.0,1.0,3.0,0.75,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Focal and segmental glomerulosclerosis,1,1.0,0.5,1.0,0.041666666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Focal dermal hypoplasia,1,4.0,1.0,3.0,1.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Focal segmental glomerulosclerosis,1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Folate malabsorption, hereditary",1,3.0,1.0,3.0,0.75,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Fraser syndrome,2,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Frasier syndrome,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Friedreich ataxia,1,4.0,1.0,3.0,1.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Fructose intolerance,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fucosidosis,1,3.0,1.0,3.0,0.75,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
Fumarase deficiency,1,4.0,1.0,3.0,1.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0
GABA-transaminase deficiency,1,2.0,0.85,1.0,0.14166666666666666,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GLUT1 deficiency syndrome 1,1,4.0,1.0,3.0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Galactokinase deficiency with cataracts,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Galactosaemia,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Gangliosidosis GM1,1,4.0,1.0,3.0,1.0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0
Gastric cancer,1,4.0,0.6,2.0,0.39999999999999997,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gaucher disease 1,1,4.0,1.0,3.0,1.0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0
Geleophysic dysplasia 1,1,3.0,1.0,3.0,0.75,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
Genitopatellar syndrome,1,3.0,1.0,3.0,0.75,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
Giant axonal neuropathy,1,4.0,1.0,3.0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Gitelman syndrome,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Glaucoma,1,1.0,0.5,1.0,0.041666666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Glomerulosclerosis, focal segmental, 1",1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"Glomerulosclerosis, focal segmental, 3",1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Glucose-6-phosphate dehydrogenase deficiency,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
Glucosidase 1 deficiency,1,1.0,0.5,1.0,0.041666666666666664,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Glutamate formiminotransferase deficiency,1,1.0,0.5,1.0,0.041666666666666664,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Glutaric acidemia IIA,1,3.0,1.0,3.0,0.75,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
Glutaric acidemia IIB,1,3.0,1.0,3.0,0.75,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
Glutaric acidemia IIC,1,3.0,1.0,3.0,0.75,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"Glutaricaciduria, type I",1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Glutathione synthetase deficiency,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Glycine encephalopathy,2,4.0,1.0,3.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Glycogen storage disease 0,1,4.0,1.0,3.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Glycogen storage disease 7,1,4.0,1.0,3.0,1.0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
Glycogen storage disease II,1,4.0,1.0,3.0,1.0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
Glycogen storage disease IIIa,1,4.0,1.0,3.0,1.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Glycogen storage disease IV,1,4.0,1.0,3.0,1.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Glycogen storage disease Ia,1,4.0,1.0,3.0,1.0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
Glycogen storage disease Ib,1,4.0,1.0,3.0,1.0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
Glycogen storage disease VI,1,3.0,1.0,3.0,0.75,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Glycogen storage disease XV,1,2.0,0.85,1.0,0.14166666666666666,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"Glycogen storage disease of heart, lethal congenital",1,1.0,0.5,1.0,0.041666666666666664,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Gnathodiaphyseal dysplasia,1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Goldberg-Shprintzen megacolon syndrome,1,2.0,0.85,1.0,0.14166666666666666,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Greig cephalopolysyndactyly syndrome,1,4.0,1.0,3.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
Griscelli syndrome,2,3.0,1.0,3.0,0.75,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Griscelli syndrome type 3,1,1.0,0.5,1.0,0.041666666666666664,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Haemochromatosis,2,3.0,0.2,1.0,0.05000000000000001,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Haemolytic uraemic syndrome,9,4.0,0.6,1.0,0.19999999999999998,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Haemolytic uraemic syndrome, atypical",1,3.0,0.6,1.0,0.15,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Hajdu-Cheney syndrome,1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0
Hartnup disorder,1,4.0,0.2,1.0,0.06666666666666667,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Hearing loss,13,3.0,1.0,3.0,0.75,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"Hearing loss, autosomal dominant",1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Hearing loss, non-syndromic, autosomal recessive",1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Hemiplegic migraine,1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hemochromatosis,1,4.0,0.2,1.0,0.06666666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hemochromatosis type 3,1,3.0,0.6,1.0,0.15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hemolytic anemia due to adenylate kinase deficiency,1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hemolytic anemia due to gamma-glutamylcysteine synthetase deficiency,1,1.0,0.5,1.0,0.041666666666666664,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hemolytic anemia due to glutathione peroxidase deficiency,1,1.0,0.5,1.0,0.041666666666666664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hemolytic anemia due to hexokinase deficiency,1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Hemolytic-uremic syndrome, atypical, susceptibility to",1,1.0,0.5,1.0,0.041666666666666664,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hemophagocytic lymphohistiocytosis,1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Hemophagocytic lymphohistiocytosis, familial, 2",1,4.0,1.0,3.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
"Hemophagocytic lymphohistiocytosis, familial, 3",1,3.0,1.0,3.0,0.75,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Hemophagocytic lymphohistiocytosis, familial, 4",1,3.0,1.0,3.0,0.75,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Hemophilia A,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Hemophilia B,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Heparin cofactor 2 deficiency,1,1.0,0.5,1.0,0.041666666666666664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hepatic failure, early onset, and neurologic disorder",1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Hepatic venoocclusive disease with immunodeficiency,1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Hereditary Paraganglioma-Pheochromocytoma Syndromes,4,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hereditary fibrosing poikiloderma with tendon contracture, myopathy, and pulmonary fibrosis",1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hereditary motor and sensory neuropathy,1,3.0,1.0,3.0,0.75,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Hermansky-Pudlak syndrome 1,1,4.0,1.0,3.0,1.0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Hermansky-Pudlak syndrome 2,1,3.0,1.0,3.0,0.75,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Hermansky-Pudlak syndrome 3,1,3.0,1.0,3.0,0.75,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Hermansky-Pudlak syndrome 4,1,4.0,1.0,3.0,1.0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Hermansky-Pudlak syndrome 5,1,3.0,1.0,3.0,0.75,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Hermansky-Pudlak syndrome 6,1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Hermansky-Pudlak syndrome 7,1,1.0,0.5,1.0,0.041666666666666664,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Hermansky-Pudlak syndrome 8,1,1.0,0.5,1.0,0.041666666666666664,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Hermansky-pudlak syndrome 9,1,1.0,0.5,1.0,0.041666666666666664,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Heterotaxy,1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Hirschsprung disease,5,3.0,0.6,1.0,0.15,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
Holocarboxylase synthetase deficiency,1,3.0,1.0,3.0,0.75,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
Holoprosencephaly,1,2.0,0.85,1.0,0.14166666666666666,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Holoprosencephaly-2,1,4.0,1.0,3.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Holoprosencephaly-3,1,4.0,1.0,3.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
Holoprosencephaly-4,1,3.0,0.6,1.0,0.15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Holoprosencephaly-5,1,3.0,1.0,3.0,0.75,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Holoprosencephaly-9,1,2.0,0.4,1.0,0.06666666666666667,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Holt-Oram syndrome,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Homocystinuria due to MTHFR deficiency,1,4.0,0.6,2.0,0.39999999999999997,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Homocystinuria, B6-responsive and nonresponsive types",1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Hyaline fibromatosis syndrome,1,4.0,1.0,3.0,1.0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
Hydatidiform mole,1,4.0,1.0,1.0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hydrocephalus,1,2.0,0.85,1.0,0.14166666666666666,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hydrolethalus syndrome,1,1.0,0.5,1.0,0.041666666666666664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyper-IgE recurrent infection syndrome,1,4.0,1.0,3.0,1.0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Hyper-IgE syndrome,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Hyperbilirubinemia, Rotor type, digenic",2,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hypercholanemia, familial",2,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hypercholesterolemia,2,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypercholesterolemia due to cholesterol 7alpha-hydroxylase deficiency,1,1.0,0.5,1.0,0.041666666666666664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyperekplexia,1,1.0,0.5,1.0,0.041666666666666664,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Hyperekplexia 2, autosomal recessive",1,2.0,0.85,1.0,0.14166666666666666,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hyperekplexia 3,1,3.0,1.0,3.0,0.75,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Hyperekplexia and epilepsy,1,2.0,0.85,1.0,0.14166666666666666,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Hyperekplexia, hereditary 1, autosomal dominant or recessive",1,3.0,1.0,3.0,0.75,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Hyperglycinaemia, non-ketotic",1,3.0,1.0,3.0,0.75,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Hyperimmunoglobulin D and periodic fever syndrome,1,3.0,1.0,3.0,0.75,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Hyperinsulinemic hypoglycemia, familial",3,4.0,1.0,3.0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"Hyperinsulinemic hypoglycemia, familial, 4",1,3.0,1.0,3.0,0.75,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Hyperinsulinism,2,3.0,1.0,3.0,0.75,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"Hyperkalemic periodic paralysis, type 2",1,3.0,1.0,3.0,0.75,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Hypermethioninemia due to adenosine kinase deficiency,1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyperornithinemia-hyperammonemia-homocitrullinemia syndrome,1,3.0,1.0,3.0,0.75,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"Hyperoxaluria, primary, type 1",1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
"Hyperoxaluria, primary, type II",1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"Hyperphenylalaninemia, BH4-deficient, A",1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"Hyperprolinemia, type I",1,2.0,0.4,1.0,0.06666666666666667,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Hyperprolinemia, type II",1,2.0,0.85,1.0,0.14166666666666666,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hypertrichotic osteochondrodysplasia,1,3.0,1.0,3.0,0.75,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
Hypertrophic cardiomyopathy & lactic acidosis,1,1.0,0.5,1.0,0.041666666666666664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hypertrophic osteoarthropathy, primary, autosomal recessive 2",1,3.0,1.0,3.0,0.75,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Hypochondroplasia,1,4.0,1.0,3.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
Hypogammaglobulinaemia,1,1.0,0.5,1.0,0.041666666666666664,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Hypoglycaemia, hyperinsulinaemic",1,4.0,0.6,1.0,0.19999999999999998,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hypogonadism,1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypogonadotropic hypogonadism,2,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hypogonadotropic hypogonadism, ataxia & dementia",1,1.0,0.5,1.0,0.041666666666666664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypokalaemic periodic paralysis,1,2.0,0.15,1.0,0.024999999999999998,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Hypokalemic periodic paralysis, type 2",1,3.0,0.6,1.0,0.15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Hypomagnesemia 5, renal, with ocular involvement",1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Hypomyelination and congenital cataract,1,3.0,1.0,3.0,0.75,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"Hypomyelination, global cerebral",1,1.0,0.5,1.0,0.041666666666666664,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Hypoparathyroidism retardation dysmorphism syndrome,1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Hypophosphatasia,1,4.0,1.0,3.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
Hypophosphatemic rickets with hypercalciuria,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
"Hypophosphatemic rickets, AR",1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
"Hypothryoidism, congenital, nongoitrous 4",1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Hypothyroidism,2,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Hypothyroidism, congenital, due to thyroid dysgenesis or hypoplasia",1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"Hypothyroidism, congenital, nongoitrous, 6",1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Hypotonia - cystinuria syndrome,1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hypotrichosis,1,3.0,1.0,3.0,0.75,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Hypotrichosis-lymphedema-telangiectasia syndrome,1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
IPEX syndrome,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
"Ichthyosis follicularis, alopecia & photophobia",1,3.0,1.0,3.0,0.75,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Ichthyosis hypotrichosis syndrome,1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ichthyosis prematurity syndrome,1,3.0,1.0,3.0,0.75,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Ichthyosis vulgaris,1,3.0,0.6,1.0,0.15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Ichthyosis, X-linked",1,4.0,1.0,3.0,1.0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
"Ichthyosis, autosomal recessive",1,3.0,1.0,3.0,0.75,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Ichthyosis, autosomal recessive congenital",1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Ichthyosis, congenital, autosomal recessive",5,4.0,1.0,3.0,1.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Ichthyosis, leukocyte vacuoles, alopecia, and sclerosing cholangitis",1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Immunodeficiency, X-linked, with hyper-IgM",1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Immunodeficiency, combined, with intestinal atresias",1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Immunodeficiency-centromeric instability-facial anomalies syndrome 1,1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Inclusion body myopathy,1,4.0,1.0,3.0,1.0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
Inclusion body myopathy with early-onset paget disease and frontotemporal dementia,1,3.0,1.0,3.0,0.75,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Incontinentia pigmenti 1,1,4.0,1.0,3.0,1.0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0
Infantile liver failure syndrome,1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Infantile neuroaxonal dystrophy 1,1,3.0,1.0,3.0,0.75,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Infantile spasms,1,3.0,1.0,3.0,0.75,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Infertility,1,1.0,0.5,1.0,0.041666666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inflammatory bowel disease,2,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Insulin-like growth factor deficiency,1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intellectual disability,1,3.0,1.0,3.0,0.75,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Interstitial lung disease,1,4.0,0.6,1.0,0.19999999999999998,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Interstitial lung disease, nephrotic syndrome, and epidermolysis bullosa, congenital",1,2.0,0.85,1.0,0.14166666666666666,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
Isobutyryl-CoA dehydrogenase deficiency,1,4.0,1.0,3.0,1.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Isovaleric acidemia,1,4.0,1.0,3.0,1.0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Jackson-Weiss syndrome,1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Jervell and Lange-Nielsen syndrome,2,4.0,1.0,3.0,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1
Johanson-Blizzard syndrome,1,3.0,1.0,3.0,0.75,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Joubert syndrome,10,3.0,1.0,3.0,0.75,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0
