GeneSym	OMIMID	GeneID
RNF213	OMIM:613768	57674
RNF216	OMIM:609948	54476
RNF6	OMIM:604242	6049
RNU4ATAC	OMIM:601428	100151683
ROBO2	OMIM:602431	6092
ROBO3	OMIM:608630	64221
ROGDI	OMIM:614574	79641
ROM1	OMIM:180721	6094
ROR2	OMIM:602337	4920
RP1	OMIM:603937	6101
RP1L1	OMIM:608581	94137
RP2	OMIM:300757	6102
RP22	OMIM:602594	6114
RP24	OMIM:300155	6116
RP29	OMIM:612165	54110
RP32	OMIM:609913	641433
RP34	OMIM:300605	777642
RP6	OMIM:312612	6104
RP63	OMIM:614494	100862681
RP9	OMIM:607331	6100
RPE65	OMIM:180069	6121
RPGR	OMIM:312610	6103
RPGRIP1	OMIM:605446	57096
RPIA	OMIM:180430	22934
RPL10	OMIM:312173	6134
RPL11	OMIM:604175	6135
RPL15	OMIM:604174	6138
RPL21	OMIM:603636	6144
RPL26	OMIM:603704	6154
RPL35A	OMIM:180468	6165
RPL5	OMIM:603634	6125
RPS10	OMIM:603632	6204
RPS14	OMIM:130620	6208
RPS17	OMIM:180472	6218
RPS19	OMIM:603474	6223
RPS24	OMIM:602412	6229
RPS26	OMIM:603701	6231
RPS29	OMIM:603633	6235
RPS6KA3	OMIM:300075	6197
RPS7	OMIM:603658	6201
RPSA	OMIM:150370	3921
RPY	OMIM:400004	79051
RRDX	OMIM:300378	266719
RRIS	OMIM:609116	497662
RRM2B	OMIM:604712	50484
RS1	OMIM:300839	6247
RSCIS	OMIM:605463	64239
RSPH1	OMIM:609314	89765
RSPH4A	OMIM:612647	345895
RSPH9	OMIM:612648	221421
RSPO1	OMIM:609595	284654
RSPO4	OMIM:610573	343637
RTEL1	OMIM:608833	51750
RTN2	OMIM:603183	6253
BSCL2	OMIM:606158	26580
GARS	OMIM:600287	2617
RTTN	OMIM:610436	25914
H6PD	OMIM:138090	9563
RUNX2	OMIM:600211	860
RWS	OMIM:179450	7937
INSL3	OMIM:146738	3640
RXFP2	OMIM:606655	122042
RYR1	OMIM:180901	6261
RYR2	OMIM:180902	6262
SACS	OMIM:604490	26278
SAG	OMIM:181031	6295
SALL1	OMIM:602218	6299
SALL2	OMIM:602219	6297
SALL4	OMIM:607343	57167
SAMD9	OMIM:610456	54809
SAMHD1	OMIM:606754	25939
SAR1B	OMIM:607690	51128
SARDH	OMIM:604455	1757
SARS2	OMIM:612804	54938
SAT1	OMIM:313020	6303
SATB2	OMIM:608148	23314
SBDS	OMIM:607444	51119
SBF1	OMIM:603560	6305
SBF2	OMIM:607697	81846
SC5D	OMIM:602286	6309
SCA18	OMIM:607458	94008
SCA20	OMIM:608687	407973
SCA25	OMIM:608703	338435
SCA30	OMIM:613371	100359393
SCA32	OMIM:613909	100653368
SCAR2	OMIM:213200	1165
SCAR3	OMIM:271250	85502
SCARB1	OMIM:601040	949
SCARB2	OMIM:602257	950
SCARF2	OMIM:613619	91179
SCAX5	OMIM:300703	100188768
SCLC1	OMIM:182280	7864
SCLL	OMIM:613523	100529119
SCN10A	OMIM:604427	6336
SCN11A	OMIM:604385	11280
SCN1A	OMIM:182389	6323
SCN1B	OMIM:600235	6324
SCN2A	OMIM:182390	6326
SCN2B	OMIM:601327	6327
SCN3B	OMIM:608214	55800
SCN4A	OMIM:603967	6329
SCN4B	OMIM:608256	6330
SCN5A	OMIM:600163	6331
SCN8A	OMIM:600702	6334
SCN9A	OMIM:603415	6335
SCNN1A	OMIM:600228	6337
SCNN1B	OMIM:600760	6338
SCNN1G	OMIM:600761	6340
SCO1	OMIM:603644	6341
SCO2	OMIM:604272	9997
SCP2	OMIM:184755	6342
SCZD10	OMIM:605419	63944
SCZD12	OMIM:608543	619488
SCZD13	OMIM:613025	100329170
SCZD14	OMIM:612361	100196913
SCZD2	OMIM:603342	6378
APOL2	OMIM:607252	23780
SCZD7	OMIM:603176	8401
SCZD8	OMIM:603206	8806
APOL4	OMIM:607254	80832
DAO	OMIM:124050	1610
DAOA	OMIM:607408	267012
SCZD6	OMIM:603013	8400
SCZD1	OMIM:181510	6377
SCZD11	OMIM:608078	404686
SCZD3	OMIM:600511	6365
DTNBP1	OMIM:607145	84062
SDC3	OMIM:186357	9672
SDCCAG8	OMIM:613524	10806
BCS1L	OMIM:603647	617
NDUFA10	OMIM:603835	4705
NDUFS7	OMIM:601825	374291
SDHA	OMIM:600857	6389
FOXRED1	OMIM:613622	55572
NDUFS3	OMIM:603846	4722
NDUFA2	OMIM:602137	4695
NDUFA9	OMIM:603834	4704
NDUFAF6	OMIM:612392	137682
NDUFS8	OMIM:602141	4728
NDUFA1	OMIM:300078	4694
NDUFV2	OMIM:600532	4729
NUBPL	OMIM:613621	80224
NDUFA11	OMIM:612638	126328
NDUFV1	OMIM:161015	4723
NDUFS2	OMIM:602985	4720
NDUFS1	OMIM:157655	4719
NDUFB3	OMIM:603839	4709
NDUFAF1	OMIM:606934	51103
NDUFAF4	OMIM:611776	29078
NDUFAF3	OMIM:612911	25915
NDUFAF2	OMIM:609653	91942
NDUFS4	OMIM:602694	4724
SDHAF1	OMIM:612848	644096
SDHAF2	OMIM:613019	54949
RFH1	OMIM:161900	59331
SEC23A	OMIM:610511	10484
SEC23B	OMIM:610512	10483
PRKCSH	OMIM:177060	5589
SEC63	OMIM:608648	11231
SECISBP2	OMIM:607693	79048
ATP1B1	OMIM:182330	481
RGS5	OMIM:603276	8490
SELE	OMIM:131210	6401
SEMA3A	OMIM:603961	10371
CHD7	OMIM:608892	55636
SEMA3E	OMIM:608166	9723
SEMA4A	OMIM:607292	64218
SEMA7A	OMIM:607961	8482
SEPSECS	OMIM:613009	51091
SEPT12	OMIM:611562	124404
RRAS2	OMIM:600098	22800
SEPT9	OMIM:604061	10801
SERAC1	OMIM:614725	84947
HMOX1	OMIM:141250	3162
SERPINA1	OMIM:107400	5265
SERPINA10	OMIM:605271	51156
SERPINA3	OMIM:107280	12
SERPINA6	OMIM:122500	866
SERPINB6	OMIM:173321	5269
SERPINB7	OMIM:603357	8710
SERPINC1	OMIM:107300	462
SERPIND1	OMIM:142360	3053
SERPINE1	OMIM:173360	5054
SERPINF1	OMIM:172860	5176
SERPINF2	OMIM:613168	5345
SERPING1	OMIM:606860	710
SERPINH1	OMIM:600943	871
SERPINI1	OMIM:602445	5274
SETBP1	OMIM:611060	26040
SETD5	OMIM:615743	55209
SETX	OMIM:608465	23064
SF	OMIM:111800	6420
SF3B4	OMIM:605593	10262
CISH	OMIM:602441	1154
MTBS1	OMIM:607949	404716
IFNGR1	OMIM:107470	3459
PTPRZ1	OMIM:176891	5803
SFTPA2	OMIM:178642	729238
SFTPB	OMIM:178640	6439
SFTPC	OMIM:178620	6440
SFXN4	OMIM:615564	119559
SGCA	OMIM:600119	6442
SGCB	OMIM:600900	6443
SGCD	OMIM:601411	6444
SGCE	OMIM:604149	8910
SGCG	OMIM:608896	6445
SGSH	OMIM:605270	6448
SH3BP2	OMIM:602104	6452
SH3PXD2B	OMIM:613293	285590
SH3TC2	OMIM:608206	79628
SHANK2	OMIM:603290	22941
SHANK3	OMIM:606230	85358
SHFL1	OMIM:119100	791121
SHFLD2	OMIM:610685	791123
SHFLD3	OMIM:612576	100270800
SHFM1	OMIM:183600	7979
SHFM2	OMIM:313350	6463
SHFM3	OMIM:246560	100049542
SHFM5	OMIM:606708	171157
SHOC2	OMIM:602775	8036
SHOX	OMIM:312865	6473
SHROOM4	OMIM:300579	57477
SI	OMIM:609845	6476
SIAE	OMIM:610079	54414
SIGMAR1	OMIM:601978	10280
SIL1	OMIM:608005	64374
PPARG	OMIM:601487	5468
SIM1	OMIM:603128	6492
PPP1R3A	OMIM:600917	5506
SIX1	OMIM:601205	6495
EMX2	OMIM:600035	2018
SIX3	OMIM:603714	6496
SHH	OMIM:600725	6469
SIX5	OMIM:600963	147912
SIX6	OMIM:606326	4990
SKI	OMIM:164780	6497
SKIV2L	OMIM:600478	6499
SLC10A2	OMIM:601295	6555
SLC11A1	OMIM:600266	6556
SLC11A2	OMIM:600523	4891
SLC12A1	OMIM:600839	6557
SLC12A3	OMIM:600968	6559
SLC12A6	OMIM:604878	9990
SLC13A5	OMIM:608305	284111
SLC14A1	OMIM:613868	6563
SLC16A1	OMIM:600682	6566
SLC16A12	OMIM:611910	387700
SLC16A2	OMIM:300095	6567
SLC17A5	OMIM:604322	26503
SLC17A8	OMIM:607557	246213
SLC17A9	OMIM:612107	63910
SLC19A2	OMIM:603941	10560
SLC19A3	OMIM:606152	80704
SLC1A1	OMIM:133550	6505
SLC1A3	OMIM:600111	6507
SLC20A2	OMIM:158378	6575
SLC22A12	OMIM:607096	116085
BRWD3	OMIM:300553	254065
CD244	OMIM:605554	51744
PADI4	OMIM:605347	23569
SLC22A4	OMIM:604190	6583
NFKBIL1	OMIM:601022	4795
CIITA	OMIM:600005	4261
HLA-DRB1	OMIM:142857	3123
ITPR3	OMIM:147267	3710
PTPN22	OMIM:600716	26191
HLA-DQA1	OMIM:146880	3117
HLA-DQB1	OMIM:604305	3119
SLC22A5	OMIM:603377	6584
SLC24A1	OMIM:603617	9187
SLC24A4	OMIM:609840	123041
SLC24A5	OMIM:609802	283652
SLC25A1	OMIM:190315	6576
SLC25A12	OMIM:603667	8604
SLC25A13	OMIM:603859	10165
SLC25A15	OMIM:603861	10166
SLC25A19	OMIM:606521	60386
SLC25A20	OMIM:613698	788
SLC25A22	OMIM:609302	79751
SLC25A3	OMIM:600370	5250
SLC25A38	OMIM:610819	54977
SLC25A4	OMIM:103220	291
SLC26A2	OMIM:606718	1836
SLC26A3	OMIM:126650	1811
SLC26A4	OMIM:605646	5172
SLC26A5	OMIM:604943	375611
SLC26A8	OMIM:608480	116369
SLC27A4	OMIM:604194	10999
SLC29A3	OMIM:612373	55315
SLC2A1	OMIM:138140	6513
SLC2A10	OMIM:606145	81031
GCGR	OMIM:138033	2642
NIDDM3	OMIM:603694	50982
NIDDM4	OMIM:608036	100188782
MAPK8IP1	OMIM:604641	9479
IRS2	OMIM:600797	8660
SLC2A2	OMIM:138160	6514
NEUROD1	OMIM:601724	4760
IRS1	OMIM:147545	3667
HNF4A	OMIM:600281	3172
LIPC	OMIM:151670	3990
KL	OMIM:604824	9365
LPA	OMIM:152200	4018
PON2	OMIM:602447	5445
PON1	OMIM:168820	5444
SLC2A9	OMIM:606142	56606
SLC30A10	OMIM:611146	55532
SLC30A2	OMIM:609617	7780
CDKAL1	OMIM:611259	54901
IGF2BP2	OMIM:608289	10644
SLC30A8	OMIM:611145	169026
HMGA1	OMIM:600701	3159
RETN	OMIM:605565	56729
SLC33A1	OMIM:603690	9197
SLC34A1	OMIM:182309	6569
SLC34A2	OMIM:604217	10568
SLC34A3	OMIM:609826	142680
SLC35A1	OMIM:605634	10559
SLC35A2	OMIM:314375	7355
SLC35A3	OMIM:605632	23443
SLC35C1	OMIM:605881	55343
SLC35D1	OMIM:610804	23169
SLC37A4	OMIM:602671	2542
SLC38A8	OMIM:615585	146167
SLC39A13	OMIM:608735	91252
SLC39A4	OMIM:607059	55630
SLC39A5	OMIM:608730	283375
SLC40A1	OMIM:604653	30061
SLC45A2	OMIM:606202	51151
SLC46A1	OMIM:611672	113235
SLC4A1	OMIM:109270	6521
SLC4A11	OMIM:610206	83959
SLC4A4	OMIM:603345	8671
SLC52A1	OMIM:607883	55065
SLC52A2	OMIM:607882	79581
SLC52A3	OMIM:613350	113278
SLC5A1	OMIM:182380	6523
SLC5A2	OMIM:182381	6524
SLC5A5	OMIM:601843	6528
SLC5A7	OMIM:608761	60482
SLC6A14	OMIM:300444	11254
SLC6A2	OMIM:163970	6530
SLC36A2	OMIM:608331	153201
SLC6A20	OMIM:605616	54716
SLC6A19	OMIM:608893	340024
CHRNA3	OMIM:118503	1136
CHRNA5	OMIM:118505	1138
GABBR2	OMIM:607340	9568
SLC6A3	OMIM:126455	6531
SLC6A4	OMIM:182138	6532
SLC6A5	OMIM:604159	9152
SLC6A8	OMIM:300036	6535
SLC7A14	OMIM:615720	57709
SLC7A7	OMIM:603593	9056
SLC3A1	OMIM:104614	6519
SLC7A9	OMIM:604144	11136
SLC9A3R1	OMIM:604990	9368
SLC9A6	OMIM:300231	10479
SLC9A9	OMIM:608396	285195
SLCO1B1	OMIM:604843	10599
SLCO1B3	OMIM:605495	28234
SLCO2A1	OMIM:601460	6578
SLEB12	OMIM:612254	100190928
SLEB13	OMIM:612378	100196918
SLEB14	OMIM:613145	100322878
SLEB15	OMIM:300809	100379200
SLEB3	OMIM:605480	64695
SLEB4	OMIM:608437	404714
SLEB5	OMIM:609903	100188798
SLEB7	OMIM:610065	100188803
SLEB8	OMIM:610066	100188804
SLEH1	OMIM:607279	170682
SLEN1	OMIM:607965	192677
SLEN2	OMIM:607966	192679
SLEN3	OMIM:607967	282849
SLI1	OMIM:606711	171013
SLI2	OMIM:606712	171014
SLI3	OMIM:607134	780906
SLI4	OMIM:612514	100233227
GTS	OMIM:137580	2973
SLITRK1	OMIM:609678	114798
SLITRK6	OMIM:609681	84189
SLSN3	OMIM:606995	260432
SLURP1	OMIM:606119	57152
SLX4	OMIM:613278	84464
SM1	OMIM:181460	7911
SM2	OMIM:604201	53366
SMAD3	OMIM:603109	4088
ACVR1B	OMIM:601300	91
SMAD4	OMIM:600993	4089
BMPR1A	OMIM:601299	657
SMAD6	OMIM:602931	4091
SMAD7	OMIM:602932	4092
SMAD9	OMIM:603295	4093
SMAJ	OMIM:615048	101241900
SMAR	OMIM:607088	246751
SMARCA2	OMIM:600014	6595
SMARCA4	OMIM:603254	6597
SMARCAD1	OMIM:612761	56916
SMARCAL1	OMIM:606622	50485
SMARCB1	OMIM:601607	6598
SMC1A	OMIM:300040	8243
SMC3	OMIM:606062	9126
SMCHD1	OMIM:614982	23347
SMIM1	OMIM:615242	388588
SMN1	OMIM:600354	6606
SMN2	OMIM:601627	6607
SMOC1	OMIM:608488	64093
SMOC2	OMIM:607223	64094
SMPD1	OMIM:607608	6609
SMPX	OMIM:300226	23676
SMS	OMIM:300105	6611
SNAP29	OMIM:604202	9342
SNCA	OMIM:163890	6622
SNCB	OMIM:602569	6620
SNIP1	OMIM:608241	79753
SNRNP200	OMIM:601664	23020
SNRPE	OMIM:128260	6635
NDN	OMIM:602117	4692
SNRPN	OMIM:182279	6638
SNTA1	OMIM:601017	6640
SNX10	OMIM:614780	29887
SOBP	OMIM:613667	55084
SOD1	OMIM:147450	6647
SOD2	OMIM:147460	6648
SOD3	OMIM:185490	6649
SORD	OMIM:182500	6652
SORL1	OMIM:602005	6653
SORT1	OMIM:602458	6272
SOS1	OMIM:182530	6654
SOST	OMIM:605740	50964
SOX10	OMIM:602229	6663
SOX11	OMIM:600898	6664
SOX17	OMIM:610928	64321
SOX18	OMIM:601618	54345
SOX2	OMIM:184429	6657
SOX3	OMIM:313430	6658
SOX9	OMIM:608160	6662
SP7	OMIM:606633	121340
SPAG1	OMIM:603395	6674
SPAST	OMIM:604277	6683
SPATA16	OMIM:609856	83893
SPATA7	OMIM:609868	55812
SPD3	OMIM:610234	780922
SPDA2	OMIM:183840	791255
SPDA3	OMIM:613238	100379218
SPECC1L	OMIM:614140	23384
SPEG	OMIM:615950	10290
SPG11	OMIM:610844	80208
SPG14	OMIM:605229	57309
SPG16	OMIM:300266	57760
SPG19	OMIM:607152	140907
SPG20	OMIM:607111	23111
SPG21	OMIM:608181	51324
SPG24	OMIM:607584	338090
SPG25	OMIM:608220	387583
SPG27	OMIM:609041	414886
SPG29	OMIM:609727	619379
SPG32	OMIM:611252	724107
SPG34	OMIM:300750	724110
SPG36	OMIM:613096	791228
SPG37	OMIM:611945	100049159
SPG38	OMIM:612335	100049707
SPG41	OMIM:613364	100359402
SPG45	OMIM:613162	100322879
SPG7	OMIM:602783	6687
SPG9	OMIM:601162	9193
SPGF2	OMIM:108420	100653377
SPGFX2	OMIM:309120	100820759
PRSS1	OMIM:276000	5644
SPINK1	OMIM:167790	6690
SPINK5	OMIM:605010	11005
SPINT2	OMIM:605124	10653
SPOAN	OMIM:609541	619394
SPR	OMIM:182125	6697
SPRED1	OMIM:609291	161742
SPRY4	OMIM:607984	81848
SPTA1	OMIM:182860	6708
SPTAN1	OMIM:182810	6709
SPTB	OMIM:182870	6710
SPTBN2	OMIM:604985	6712
SPTLC1	OMIM:605712	10558
SPTLC2	OMIM:605713	9517
SQTL1	OMIM:611003	100188827
SQTL2	OMIM:611004	100188828
SRC	OMIM:190090	6714
SRCAP	OMIM:611421	10847
SRD5A2	OMIM:607306	6716
SRD5A3	OMIM:611715	79644
SRP72	OMIM:602122	6731
SRPX2	OMIM:300642	27286
SRXX2	OMIM:278850	100653378
SRXX3	OMIM:300833	100653372
SRY	OMIM:480000	6736
SS18	OMIM:600192	6760
SS3	OMIM:612388	100196919
SSD	OMIM:608445	404713
SSR4	OMIM:300090	6748
SSTR5	OMIM:182455	6755
SSX1	OMIM:312820	6756
SSX2	OMIM:300192	6757
ST11	OMIM:602011	8466
ST14	OMIM:606797	6768
ST3	OMIM:191181	6762
ST3GAL3	OMIM:606494	6487
ST3GAL5	OMIM:604402	8869
STAC3	OMIM:615521	246329
STAG3	OMIM:608489	10734
STAMBP	OMIM:606247	10617
STAR	OMIM:600617	6770
STAT1	OMIM:600555	6772
STAT3	OMIM:102582	6774
STAT4	OMIM:600558	6775
STAT5B	OMIM:604260	6777
STBMS1	OMIM:185100	100188805
STEAP3	OMIM:609671	55240
STHAG5	OMIM:610926	100188748
STIL	OMIM:181590	6491
STIM1	OMIM:605921	6786
STK4	OMIM:604965	6789
STOM	OMIM:133090	2040
STOX1	OMIM:609397	219736
STQTL10	OMIM:612221	100270794
STQTL11	OMIM:612223	100270795
STQTL12	OMIM:612224	100301523
STQTL13	OMIM:612226	100270796
STQTL14	OMIM:612228	100270797
STQTL15	OMIM:612578	100270801
STQTL16	OMIM:612579	100270802
STQTL17	OMIM:612737	100301526
STQTL18	OMIM:612892	100302683
STQTL19	OMIM:612893	100302684
STQTL2	OMIM:606256	192143
STQTL20	OMIM:612894	100302685
STQTL21	OMIM:613440	100502568
STQTL22	OMIM:613547	100529227
STQTL23	OMIM:613548	100529222
STQTL24	OMIM:613549	100529223
STQTL3	OMIM:606257	282549
STQTL4	OMIM:606258	282550
STQTL5	OMIM:608982	619479
STQTL6	OMIM:300591	100037264
STQTL7	OMIM:609822	100037265
STQTL8	OMIM:610114	100037266
STRA6	OMIM:610745	64220
STRADA	OMIM:608626	92335
STRC	OMIM:606440	161497
STS	OMIM:300747	412
STT3A	OMIM:601134	3703
STT3B	OMIM:608605	201595
STUB1	OMIM:607207	10273
STUT1	OMIM:184450	100049541
STUT2	OMIM:609261	100049543
STUT3	OMIM:614655	100909386
STUT4	OMIM:614668	100909385
STX11	OMIM:605014	8676
GNAS-AS1	OMIM:610540	149775
STX16	OMIM:603666	8675
STX1B	OMIM:601485	112755
STXBP1	OMIM:602926	6812
STXBP2	OMIM:601717	6813
SUCLA2	OMIM:603921	8803
SUCLG1	OMIM:611224	8802
PTCH1	OMIM:601309	5727
PTCH2	OMIM:603673	8643
RASA1	OMIM:139150	5921
SMO	OMIM:601500	6608
SMARCE1	OMIM:603111	6605
SUFU	OMIM:607035	51684
SUGCT	OMIM:609187	79783
SUMF1	OMIM:607939	285362
SUMO1	OMIM:601912	7341
SUMO4	OMIM:608829	387082
SUOX	OMIM:606887	6821
SURF1	OMIM:185620	6834
SXGQTL1	OMIM:613498	100528025
SXI2	OMIM:300179	117237
SYCP3	OMIM:604759	50511
SYN1	OMIM:313440	6853
SYNE1	OMIM:608441	23345
SYNE2	OMIM:608442	23224
SYNE4	OMIM:615535	163183
SYNGAP1	OMIM:603384	8831
SYNJ1	OMIM:604297	8867
SYNSTH	OMIM:612759	100301527
SYP	OMIM:313475	6855
SYT14	OMIM:610949	255928
SYT2	OMIM:600104	127833
SZT2	OMIM:615463	23334
SH2D1A	OMIM:300490	4068
TAB2	OMIM:605101	23118
TAC3	OMIM:162330	6866
TACC3	OMIM:605303	10460
COX14	OMIM:614478	84987
FASTKD2	OMIM:612322	22868
TACO1	OMIM:612958	51204
COX6B1	OMIM:124089	1340
TACR3	OMIM:162332	6870
TACSTD2	OMIM:137290	4070
TAF1	OMIM:313650	6872
NR4A3	OMIM:600542	8013
TAF15	OMIM:601574	8148
TAF2	OMIM:604912	6873
TAF4B	OMIM:601689	6875
TAL1	OMIM:187040	6886
TAL2	OMIM:186855	6887
TALDO1	OMIM:602063	6888
TAM	OMIM:159595	8205
TAP2	OMIM:170261	6891
TAP1	OMIM:170260	6890
TAPBP	OMIM:601962	6892
TAPVR1	OMIM:106700	6893
TARDBP	OMIM:605078	23435
TARS2	OMIM:612805	80222
TAS2R16	OMIM:604867	50833
TAS2R38	OMIM:607751	5726
TAT	OMIM:613018	6898
TAZ	OMIM:300394	6901
TBC1D20	OMIM:611663	128637
TBC1D24	OMIM:613577	57465
TBC1D4	OMIM:612465	9882
TBC1D7	OMIM:612655	51256
TBCE	OMIM:604934	6905
ADH1B	OMIM:103720	125
ADH1C	OMIM:103730	126
TBP	OMIM:600075	6908
MAPT	OMIM:157140	4137
PSEN1	OMIM:104311	5663
CFD	OMIM:134350	1675
TBX15	OMIM:604127	6913
TBX19	OMIM:604614	9095
TBX20	OMIM:606061	57057
PTGER2	OMIM:176804	5732
TBX21	OMIM:604895	30009
TBX22	OMIM:300307	50945
TBX3	OMIM:601621	6926
TBX4	OMIM:601719	9496
TBX5	OMIM:601620	6910
TBX6	OMIM:602427	6911
TBXA2R	OMIM:188070	6915
TBXAS1	OMIM:274180	6916
TCAP	OMIM:604488	8557
TCF12	OMIM:600480	6938
IKZF1	OMIM:603023	10320
LALL	OMIM:247640	8009
TCF3	OMIM:147141	6929
NBN	OMIM:602667	4683
TCF4	OMIM:602272	6925
KCNJ11	OMIM:600937	3767
TCF7L2	OMIM:602228	6934
TCIRG1	OMIM:604592	10312
TCL1A	OMIM:186960	8115
TCL1B	OMIM:603769	9623
TCL4	OMIM:186860	6946
TCN2	OMIM:613441	6948
TCO	OMIM:603386	50975
TCOF1	OMIM:606847	6949
TCPT	OMIM:188025	140892
TCTN1	OMIM:609863	79600
TCTN2	OMIM:613846	79867
TCTN3	OMIM:613847	26123
TDGF1	OMIM:187395	6997
TDP1	OMIM:607198	55775
TDRD7	OMIM:611258	23424
TEAD1	OMIM:189967	7003
TEC	OMIM:227050	7006
TECPR2	OMIM:615000	9895
TECR	OMIM:610057	9524
TECTA	OMIM:602574	7007
TEK	OMIM:600221	7010
TELM	OMIM:609113	550641
TENM3	OMIM:610083	55714
CHIC2	OMIM:604332	26511
TERT	OMIM:187270	7015
TET18P	OMIM:614290	100750329
ASXL1	OMIM:612990	171023
SF3B1	OMIM:605590	23451
TET2	OMIM:612839	54790
TF	OMIM:190000	7018
TFAP2A	OMIM:107580	7020
TFAP2B	OMIM:601601	7021
TFE3	OMIM:314310	7030
TFG	OMIM:602498	10342
TFR2	OMIM:604720	7036
TGCT1	OMIM:300228	50830
TGFB1	OMIM:190180	7040
TGFB2	OMIM:190220	7042
TGFB3	OMIM:190230	7043
CDB2	OMIM:602082	982
TGFBI	OMIM:601692	7045
TGFBR1	OMIM:190181	7046
TGFBR2	OMIM:190182	7048
TGIF1	OMIM:602630	7050
TGM1	OMIM:190195	7051
TGM5	OMIM:603805	9333
TGM6	OMIM:613900	343641
TH	OMIM:191290	7054
THAP1	OMIM:609520	55145
THAS	OMIM:313850	7055
THBD	OMIM:188040	7056
COL11A1	OMIM:120280	1301
THBS2	OMIM:188061	7058
THCYTX	OMIM:300331	84434
THM	OMIM:275220	7063
THOC6	OMIM:615403	79228
THPO	OMIM:600044	7066
THRA	OMIM:190120	7067
THRB	OMIM:190160	7068
TICAM1	OMIM:607601	148022
TIMM8A	OMIM:300356	1678
TIMP3	OMIM:188826	7078
TINF2	OMIM:604319	26277
IFNG	OMIM:147570	3458
TIRAP	OMIM:606252	114609
MUC5B	OMIM:600770	727897
SFTPA1	OMIM:178630	653509
TERC	OMIM:602322	7012
ABCC6	OMIM:603234	368
TK2	OMIM:188250	7084
TKCR	OMIM:314300	7085
TLL1	OMIM:606742	7092
TLR1	OMIM:601194	7096
PALLD	OMIM:608092	23022
TLR3	OMIM:603029	7098
TLR5	OMIM:603031	7100
TM4SF20	OMIM:615404	79853
TMC1	OMIM:606706	117531
TMC6	OMIM:605828	11322
TMC8	OMIM:605829	147138
TMCO1	OMIM:614123	54499
TMEM126A	OMIM:612988	84233
MAX	OMIM:154950	4149
TMEM127	OMIM:613403	55654
TMEM138	OMIM:614459	51524
TMEM165	OMIM:614726	55858
TMEM173	OMIM:612374	340061
TMEM216	OMIM:613277	51259
TMEM231	OMIM:614949	79583
TMEM237	OMIM:614423	65062
TMEM240	OMIM:616101	339453
TMEM38B	OMIM:611236	55151
TMEM43	OMIM:612048	79188
TMEM5	OMIM:605862	10329
CC2D2A	OMIM:612013	57545
RPGRIP1L	OMIM:610937	23322
TMEM67	OMIM:609884	91147
TMEM70	OMIM:612418	54968
TMEM98	OMIM:615949	26022
TMIE	OMIM:607237	259236
TMLHE	OMIM:300777	55217
TMPO	OMIM:188380	7112
TMPRSS15	OMIM:606635	5651
TMPRSS3	OMIM:605511	64699
TMPRSS6	OMIM:609862	164656
TNC	OMIM:187380	3371
CCL11	OMIM:601156	6356
HLA-G	OMIM:142871	3135
HNMT	OMIM:605238	3176
SCGB3A2	OMIM:606531	117156
IL13	OMIM:147683	3596
IL12B	OMIM:161561	3593
CD36	OMIM:173510	948
ICAM1	OMIM:147840	3383
TNF	OMIM:191160	7124
CXCR1	OMIM:146929	3577
IL4R	OMIM:147781	3566
MS4A2	OMIM:147138	2206
SELP	OMIM:173610	6403
PLA2G7	OMIM:601690	7941
TNFRSF10B	OMIM:603612	8795
PDB4	OMIM:606263	94003
SQSTM1	OMIM:601530	8878
TNFRSF11A	OMIM:603499	8792
TNFRSF11B	OMIM:602643	4982
TNFRSF13B	OMIM:604907	23495
TNFRSF13C	OMIM:606269	115650
TNFRSF1A	OMIM:191190	7132
TNFRSF4	OMIM:600315	7293
TNFSF11	OMIM:602642	8600
ABCA3	OMIM:601615	21
TNNC1	OMIM:191040	7134
TNNI2	OMIM:191043	7136
TNNI3	OMIM:191044	7137
TNNI3K	OMIM:613932	51086
TNNT1	OMIM:191041	7138
TNNT2	OMIM:191045	7139
TNNT3	OMIM:600692	7140
TNPO3	OMIM:610032	23534
TNXB	OMIM:600985	7148
TOP1	OMIM:126420	7150
TOP2A	OMIM:126430	7153
TOPORS	OMIM:609507	10210
TOR1A	OMIM:605204	1861
TP63	OMIM:603273	8626
TP73	OMIM:601990	7161
TPCN2	OMIM:612163	219931
TPH2	OMIM:607478	121278
TPI1	OMIM:190450	7167
TPK1	OMIM:606370	27010
TPM1	OMIM:191010	7168
MYH3	OMIM:160720	4621
TPM2	OMIM:190990	7169
SEPN1	OMIM:606210	57190
TPM3	OMIM:191030	7170
TPMT	OMIM:187680	7172
TPO	OMIM:606765	7173
TPP1	OMIM:607998	1200
TPRN	OMIM:613354	286262
TRAC	OMIM:186880	28755
TRAF3	OMIM:601896	7187
TRAF3IP2	OMIM:607043	10758
TRAPPC11	OMIM:614138	60684
TRAPPC2	OMIM:300202	6399
TRAPPC9	OMIM:611966	83696
TRDN	OMIM:603283	10345
TREH	OMIM:275360	11181
DNASE1	OMIM:125505	1773
FCGR2B	OMIM:604590	2213
TREX1	OMIM:606609	11277
GYPA	OMIM:111300	2993
GYPC	OMIM:110750	2995
NOS2	OMIM:163730	4843
GYPB	OMIM:111740	2994
HBB	OMIM:141900	3043
NOS3	OMIM:163729	4846
PLAU	OMIM:191840	5328
TRH	OMIM:613879	7200
TRHR	OMIM:188545	7201
